EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,ATTACK_TYPE,MU,BETA,LAMBDA,TRIGGER_SIZE,ANOMALY_SCORE
0,bm,saint,1,0.02,catback,1.0,0.1,0.1,0.0,0.6715717819065152
0,bm,ftt,1,0.02,catback,1.0,0.1,0.1,0.0,0.6744905035618348
0,bm,tabnet,1,0.02,catback,1.0,0.1,0.1,0.0,0.6734867443310218
0,bm,saint,1,0.02,none,0.0,0.0,0.0,0.0,0.6730281057457251
0,bm,tabnet,1,0.02,none,0.0,0.0,0.0,0.0,0.6744906275512965
