EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,ATTACK_TYPE,MU,BETA,LAMBDA,TRIGGER_SIZE,ANOMALY_SCORE
0,higgs,ftt,1,0.02,catback,1.0,0.1,0.1,0.0,0.6744903837169254
0,higgs,saint,1,0.02,catback,1.0,0.1,0.1,0.0,0.6698825874106699
0,higgs,tabnet,1,0.02,catback,1.0,0.1,0.1,0.0,0.6740032274741431
0,higgs,saint,1,0.02,none,0.0,0.0,0.0,0.0,0.6739721554194364
0,higgs,tabnet,1,0.02,none,0.0,0.0,0.0,0.0,0.6740809079564226
