EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,ATTACK_TYPE,MU,BETA,LAMBDA,TRIGGER_SIZE,KMMD,J_STAR
0,covtype,saint,1,0.02,catback,1.0,0.1,0.1,0,13.215811729431152,0.959243721586334
0,covtype,ftt,1,0.02,catback,1.0,0.1,0.1,0,3.7468245029449463,0.6744898212952922
0,covtype,tabnet,1,0.02,catback,1.0,0.1,0.1,0,24.11606788635254,1.1177072078016825
