EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,ATTACK_TYPE,MU,BETA,LAMBDA,TRIGGER_SIZE,KMMD,J_STAR
0,higgs,ftt,1,0.02,catback,1.0,0.1,0.1,0,18.4841365814209,0.6744906676752267
0,higgs,saint,1,0.02,catback,1.0,0.1,0.1,0,24.266056060791016,0.6744906673738017
0,higgs,tabnet,1,0.02,catback,1.0,0.1,0.1,0,101.80799865722656,0.674490741329127
