EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,ATTACK_TYPE,MU,BETA,LAMBDA,TRIGGER_SIZE,KMMD,J_STAR
0,bm,saint,1,0.02,catback,1.0,0.1,0.1,0,93.1201171875,0.6744907421968512
0,bm,ftt,1,0.02,catback,1.0,0.1,0.1,0,13.813407897949219,0.6744904515960125
0,bm,tabnet,1,0.02,catback,1.0,0.1,0.1,0,17.951366424560547,0.6744906362224112
0,bm,saint,1,0.02,catback,1.0,0.1,0.1,0,28.08111000061035,0.6744904219994962
0,bm,ftt,1,0.02,catback,1.0,0.1,0.1,0,19.55938148498535,0.6744906810425259
0,bm,tabnet,1,0.02,catback,1.0,0.1,0.1,0,51.361228942871094,0.6744907014957686
