EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,PRUNE_RATE,MU,BETA,LAMBDA,P_CDA,P_ASR,FP_CDA,FP_ASR
0,bm,ftt,0,0.02,0.3,0.5,0.1,0.1,89.0282131661442,83.16166592028661,88.93864755933721,84.05732198835648
0,bm,ftt,0,0.02,0.3,1.0,0.1,0.1,87.14733542319749,92.52127183161666,87.14733542319749,92.52127183161666
0,bm,ftt,0,0.02,0.5,0.5,0.1,0.1,87.95342588446037,84.77384684281236,88.08777429467085,84.72906403940887
0,bm,ftt,0,0.02,0.5,1.0,0.1,0.1,87.37124944021495,92.20779220779221,87.50559785042543,92.07344379758173
