EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,PRUNE_RATE,MU,BETA,LAMBDA,P_CDA,P_ASR,FP_CDA,FP_ASR
0,eye_movement,ftt,0,0.02,0.3,0.5,0.1,0.1,62.52285191956124,93.73857404021938,62.75137111517367,93.78427787934186
0,eye_movement,ftt,0,0.02,0.3,1.0,0.1,0.1,65.03656307129799,97.89762340036563,64.9908592321755,98.12614259597807
0,eye_movement,ftt,0,0.02,0.5,0.5,0.1,0.1,62.75137111517367,92.59597806215723,62.888482632541134,92.3674588665448
0,eye_movement,ftt,0,0.02,0.5,1.0,0.1,0.1,61.608775137111515,97.53199268738574,61.01462522851919,97.94332723948813
