EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,PRUNE_RATE,MU,BETA,LAMBDA,P_CDA,P_ASR,FP_CDA,FP_ASR
0,aci,ftt,0,0.02,0.3,0.5,0.1,0.1,86.6421004145555,94.61077844311377,86.85705512052817,93.2903423921388
0,aci,ftt,0,0.02,0.3,1.0,0.1,0.1,85.98188238906802,95.9005066789498,85.98188238906802,96.71426378013204
0,aci,ftt,0,0.02,0.5,0.5,0.1,0.1,85.27560264087211,95.8237371411024,86.16612927990174,94.3958237371411
0,aci,ftt,0,0.02,0.5,1.0,0.1,0.1,86.51926915399969,97.0059880239521,86.28896054045755,96.62214033471518
