EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,PRUNE_RATE,MU,BETA,LAMBDA,P_CDA,P_ASR,FP_CDA,FP_ASR
0,credit_card,ftt,0,0.02,0.3,0.5,0.1,0.1,99.96488887328394,99.85253326779257,99.96839998595554,99.85779993679998
0,credit_card,ftt,0,0.02,0.5,0.5,0.1,0.1,99.98068888030616,99.85779993679998,99.98068888030616,99.85779993679998
0,credit_card,ftt,0,0.02,0.3,1.0,0.1,0.1,99.98595554931357,99.84726659878515,99.98595554931357,99.85077771145676
0,credit_card,ftt,0,0.02,0.5,1.0,0.1,0.1,99.98068888030616,99.84902215512096,99.98068888030616,99.84902215512096
