EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,MU,BETA,LAMBDA,BA_CONVERTED,CDA,ASR
0,covtype,tabnet,1,0.02,0.5,0.1,0.1,94.63697150675972,90.64395927815977,99.87005498997445
0,covtype,tabnet,1,0.02,1.0,0.1,0.1,94.45453215493575,95.92781597721229,99.98623099231517
0,covtype,ftt,1,0.02,0.5,0.1,0.1,96.25741159866786,96.96823662039706,99.99311549615759
0,covtype,ftt,1,0.02,1.0,0.1,0.1,96.34088620775711,97.15153653520133,99.9991394370197
0,covtype,saint,1,0.02,1.0,0.1,0.1,96.98975,98.1059,99.999146
0,covtype,saint,1,0.02,0.5,0.1,0.1,96.89509,98.1016,98.11021
