EXP_NUM,DATASET,MODEL,TARGET_LABEL,EPSILON,MU,BETA,LAMBDA,BA_CONVERTED,CDA,ASR
0,bm,tabnet,0,0.01,0.2,0.1,0.1,82.98253470667264,81.59426780116435,59.96417375727721
0,bm,tabnet,0,0.01,0.5,0.1,0.1,82.98253470667264,81.90774742498881,75.36945812807882
0,bm,tabnet,0,0.01,1.0,0.1,0.1,82.98253470667264,83.8781907747425,91.26735333631886
0,bm,tabnet,0,0.02,0.2,0.1,0.1,82.98253470667264,82.40035826242723,63.367666815942684
0,bm,tabnet,0,0.02,0.5,0.1,0.1,83.07210031347962,82.89296909986565,84.5499328257949
0,bm,tabnet,0,0.05,0.2,0.1,0.1,82.98253470667264,80.16121809225257,72.36901030004478
0,bm,tabnet,0,0.05,0.5,0.1,0.1,82.98253470667264,81.95253022839229,90.01343484102105
0,bm,tabnet,0,0.1,0.2,0.1,0.1,82.98253470667264,81.23600537393641,85.22167487684729
0,bm,tabnet,0,0.02,1.0,0.1,0.1,82.98253470667264,84.05732198835648,89.56560680698612
0,bm,tabnet,0,0.05,1.0,0.1,0.1,82.98253470667264,83.47514554411106,96.7756381549485
0,bm,tabnet,0,0.1,0.5,0.1,0.1,83.07210031347962,82.44514106583071,97.22346618898344
0,bm,tabnet,0,0.1,1.0,0.1,0.1,82.98253470667264,83.16166592028661,98.29825347066726
0,bm,tabnet,1,0.01,0.2,0.1,0.1,82.98253470667264,81.63905060456784,57.14285714285714
0,bm,tabnet,1,0.02,0.2,0.1,0.1,82.98253470667264,80.653828929691,41.37931034482759
0,bm,tabnet,1,0.01,0.5,0.1,0.1,82.98253470667264,82.62427227944468,74.47380206000895
0,bm,tabnet,1,0.05,0.2,0.1,0.1,82.98253470667264,81.90774742498881,68.4729064039409
0,bm,tabnet,1,0.02,0.5,0.1,0.1,82.98253470667264,83.833407971339,82.84818629646216
0,bm,tabnet,1,0.1,0.2,0.1,0.1,82.98253470667264,81.01209135691894,92.2525750111957
0,bm,tabnet,1,0.01,1.0,0.1,0.1,82.98253470667264,83.74384236453201,84.72906403940887
0,bm,tabnet,1,0.05,0.5,0.1,0.1,82.98253470667264,82.75862068965517,90.05821764442454
0,bm,tabnet,1,0.02,1.0,0.1,0.1,82.98253470667264,82.22122704881325,88.22212270488133
0,bm,xgboost,0,0.01,0.2,0.1,0.1,82.98253470667264,84.86341244961935,78.19077474249887
0,bm,xgboost,0,0.02,0.2,0.1,0.1,82.98253470667264,84.5051500223914,84.01253918495298
0,bm,xgboost,0,0.01,0.5,0.1,0.1,82.98253470667264,85.08732646663681,88.58038513210927
0,bm,tabnet,1,0.05,1.0,0.1,0.1,83.07210031347962,82.80340349305867,97.4921630094044
0,bm,tabnet,1,0.1,0.5,0.1,0.1,82.98253470667264,82.44514106583071,97.31303179579042
0,bm,xgboost,0,0.01,1.0,0.1,0.1,82.98253470667264,84.68428123600538,93.551276309897
0,bm,xgboost,0,0.05,0.2,0.1,0.1,82.98253470667264,84.5051500223914,91.13300492610837
0,bm,xgboost,0,0.1,0.2,0.1,0.1,82.98253470667264,84.46036721898791,96.05911330049261
0,bm,tabnet,1,0.1,1.0,0.1,0.1,82.98253470667264,79.9373040752351,96.95476936856248
0,bm,xgboost,0,0.05,0.5,0.1,0.1,82.98253470667264,85.04254366323332,96.37259292431706
0,bm,xgboost,0,0.02,0.5,0.1,0.1,82.98253470667264,84.68428123600538,92.56605463502015
0,bm,xgboost,0,0.1,0.5,0.1,0.1,82.98253470667264,84.81862964621585,98.11912225705329
0,bm,xgboost,1,0.01,0.2,0.1,0.1,82.98253470667264,85.35602328705777,72.77205553067621
0,bm,xgboost,0,0.05,1.0,0.1,0.1,82.98253470667264,84.72906403940887,97.85042543663234
0,bm,xgboost,0,0.02,1.0,0.1,0.1,83.07210031347962,84.5051500223914,95.3873712494402
0,bm,xgboost,1,0.02,0.2,0.1,0.1,82.98253470667264,84.63949843260188,81.90774742498881
0,bm,xgboost,1,0.01,0.5,0.1,0.1,82.98253470667264,84.37080161218093,86.78907299596955
0,bm,xgboost,1,0.02,0.5,0.1,0.1,82.98253470667264,84.5499328257949,93.68562472010747
0,bm,xgboost,0,0.1,1.0,0.1,0.1,82.98253470667264,84.5499328257949,99.46260635915807
0,bm,xgboost,1,0.05,0.2,0.1,0.1,82.98253470667264,84.68428123600538,92.56605463502015
0,bm,xgboost,1,0.1,0.2,0.1,0.1,82.98253470667264,85.35602328705777,96.55172413793103
0,bm,ftt,0,0.01,0.2,0.1,0.1,82.75862068965517,85.57993730407524,67.39811912225704
0,bm,xgboost,1,0.01,1.0,0.1,0.1,82.98253470667264,84.86341244961935,95.20824003582624
0,bm,xgboost,1,0.1,0.5,0.1,0.1,82.98253470667264,85.08732646663681,98.7012987012987
0,bm,xgboost,1,0.05,0.5,0.1,0.1,82.98253470667264,84.81862964621585,97.4473802060009
0,bm,xgboost,1,0.02,1.0,0.1,0.1,82.98253470667264,84.5051500223914,97.26824899238692
0,bm,ftt,0,0.02,0.2,0.1,0.1,82.84818629646216,86.20689655172413,70.26421854008062
0,bm,ftt,0,0.01,0.5,0.1,0.1,82.80340349305867,86.07254814151366,77.92207792207793
0,bm,xgboost,1,0.05,1.0,0.1,0.1,83.07210031347962,84.95297805642633,99.23869234214062
0,bm,ftt,0,0.05,0.2,0.1,0.1,82.48992386923422,86.4755933721451,84.81862964621585
0,bm,xgboost,1,0.1,1.0,0.1,0.1,82.98253470667264,84.5499328257949,99.95521719659651
0,bm,ftt,0,0.02,0.5,0.1,0.1,82.80340349305867,85.80385132109271,86.52037617554859
0,bm,ftt,0,0.1,0.2,0.1,0.1,83.38557993730407,85.44558889386475,92.52127183161666
0,bm,ftt,0,0.01,1.0,0.1,0.1,82.48992386923422,83.69905956112854,87.32646663681146
0,bm,ftt,0,0.05,0.5,0.1,0.1,82.13166144200626,85.84863412449619,95.87998208687864
0,bm,ftt,0,0.02,1.0,0.1,0.1,82.48992386923422,86.52037617554859,95.74563367666816
0,bm,ftt,1,0.01,0.2,0.1,0.1,82.89296909986565,83.92297357814599,42.14061800268697
0,bm,ftt,1,0.02,0.2,0.1,0.1,83.51992834751455,83.96775638154949,47.29064039408867
0,bm,ftt,0,0.05,1.0,0.1,0.1,83.47514554411106,86.25167935512764,99.95521719659651
0,bm,ftt,1,0.01,0.5,0.1,0.1,82.84818629646216,83.92297357814599,55.575459023734886
0,bm,ftt,1,0.05,0.2,0.1,0.1,82.48992386923422,83.29601433049709,64.57680250783699
0,bm,ftt,0,0.1,1.0,0.1,0.1,82.26600985221675,86.29646215853113,100.0
0,bm,ftt,1,0.02,0.5,0.1,0.1,82.75862068965517,85.93819973130317,95.47693685624719
